省,城市,链接,行政区,小区,均价,地址,lng,lat,gclng,gclat,wgs84lng,wgs84lat,物业类型,权属类别,竣工时间,产权年限,户数,总建筑面积,容积率,绿化率,建筑类型,商圈,水电,停车位,物业费,停车费,车位管理费,物业公司,开发商
山西,太原,https://ty.anjuke.com/community/view/1431623,万柏林,吾悦广场,9000,万柏林-漪汾-漪汾街36号,112.525522,37.878792,112.518972,37.872979,112.512558,37.872361,商住楼,办公,2023年,70年,335户,暂无,4.1,0.35,高层,漪汾,商用,2070(1:6.2),2.70元/平米/月,地面150.00元/月,暂无,新城悦（成都）物业服务有限公司太原分公司,太原新城凯拓房地产开发有限公司
山西,太原,https://ty.anjuke.com/community/view/1295810,杏花岭,鸿兴楼,9000,杏花岭 - 万达 - 旱西南二条16号,112.555221,37.882507,112.54883,37.876231,112.542513,37.875693,公寓住宅,单位集体自建房,1998年竣工,70年,226户,暂无,1.2,0.2,多层, 万达 ,民用,暂无,1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/463481,杏花岭,执法局宿舍,9000,杏花岭 - 旱西关 - 桃园北路193号,112.549757,37.883648,112.543345,37.877437,112.537012,37.876886,公寓住宅,单位集体自建房,1995年竣工,70年,38户,暂无,2,0.2,多层|小高层, 旱西关 ,民用,暂无,1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1559265,杏花岭,饮马河高1号住宅,9000,杏花岭 - 万达 - 旱西门街,112.558402,37.884008,112.552021,37.877705,112.545713,37.877175,公寓住宅,商品房住宅,2010年竣工,70年,36户,暂无,1.5,0.3,小高层, 万达 ,民用,暂无,0.9,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1851359,杏花岭,坊山府东巷楼,9000,杏花岭-万达-解放路,112.568664,37.886314,112.562293,37.879984,112.55601,37.879474,住宅,商品房住宅,暂无,其它,36户,暂无,暂无,暂无,多层,万达,民用,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/520523,小店,联运宿舍,9007,小店 - 二营盘 - 新寇庄南街12号,112.584351,37.838512,112.5779,37.832305,112.571649,37.831811,公寓住宅,单位集体自建房,2000年竣工,70年,618户,暂无,1.2,0.3,多层, 二营盘 ,民用,暂无,1.00元/平米/月,地面150.00元/月,地面150.00元/月,涟水物业,单位自建
山西,太原,https://ty.anjuke.com/community/view/1465256,万柏林,化纤所高层住宅小区,9007,万柏林 - 下元 - 和平北路38号,112.518672,37.869056,112.512084,37.863328,112.505645,37.862688,公寓住宅,小产权房,1998年竣工,70年,24户,暂无,2.5,0.2,高层, 下元 ,民用,暂无,0.9,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1888852,晋源,山西文旅青运城(南区),9013,晋源-晋阳湖-贾家庄街,112.540572,37.754766,112.534104,37.748697,112.527758,37.748105,住宅,商品房住宅,暂无,其它,849户,暂无,暂无,暂无,高层,晋阳湖,民用,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/809016,小店,民航宿舍(小店),9020,小店 - 王村南街 - 体育路5号,112.574363,37.843148,112.567949,37.836833,112.561682,37.836325,公寓住宅,单位集体自建房,1995年竣工,70年,377户,暂无,2,0.2,多层|小高层, 王村南街 ,民用,暂无,0.80元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/440199,杏花岭,棕榈佳园,9021,杏花岭 - 胜利街 - 胜利街,112.563945,37.898182,112.557576,37.891854,112.551281,37.891337,公寓住宅,商品房住宅,2013年竣工,70年,1213户,暂无,3.7,0.3,多层|小高层, 胜利街 ,民用,1000(1:0.8),2.40元/平米/月,地面150.00元/月，地下500.00元/月,地面150.00元/月，地下500.00元/月,单位自管,太原中色十二冶房地产开发有限公司
山西,太原,https://ty.anjuke.com/community/view/1021523,迎泽,葡萄园打井队宿舍,9025,迎泽 - 南内环 - 葡萄园21号,112.582416,37.849053,112.575978,37.842821,112.569723,37.842326,公寓住宅,单位集体自建房,1990年竣工,70年,93户,暂无,1.2,0.2,多层, 南内环 ,民用,25(1:0.3),0.50元/平米/月,地面150.00元/月,地面150.00元/月,街道办事处（居委会）代管物业,单位自建
山西,太原,https://ty.anjuke.com/community/view/1021476,迎泽,自来水公司宿舍(山右巷),9025,迎泽 - 文庙 - 山右巷36号,112.590075,37.876574,112.583622,37.870466,112.577374,37.869983,公寓住宅,单位集体自建房,1995年竣工,70年,206户,暂无,1.2,0.2,多层, 文庙 ,民用,50(1:0.2),1.00元/平米/月,地面120.00元/月,地面120.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/612552,迎泽,东景苑,9027,迎泽 - 民营经济园区 - 东景街9号,112.618894,37.827432,112.612272,37.821738,112.606034,37.821255,公寓住宅,商品房住宅,2012年竣工,70年,1444户,暂无,4.2,0.35,高层, 民营经济园区 ,民用,1498(1:1.0),1.27元/平米/月,地面150.00元/月，地下400.00元/月,地面150.00元/月，地下400.00元/月,幸福基业物业服务有限公司,上海有色庆丰房地产有限公司
山西,太原,https://ty.anjuke.com/community/view/1082018,迎泽,红星天铂,9027,迎泽 - 王家峰 - 南内环街,112.613101,37.846432,112.606498,37.840685,112.60026,37.840206,公寓住宅,商品房住宅,2021年竣工,70年,1610户,暂无,2.5,0.3,高层, 王家峰 ,民用,暂无,2.80元/平米/月,地面150.00元/月,地面150.00元/月,苏州工业园区置信物业服务有限公司太原分公司,太原红星伟业房地产开发经营有限公司
山西,太原,https://ty.anjuke.com/community/view/405471,杏花岭,山大二院宿舍(精营东二道街),9027,杏花岭 - 五一路 - 精营东二道街38号,112.583388,37.883382,112.576975,37.877173,112.570718,37.876685,公寓住宅,单位集体自建房,1998年竣工,70年,919户,暂无,1.2,0.23,多层, 五一路 ,民用,暂无,0.70元/平米/月,地面150.00元/月,地面150.00元/月,山大二院宿舍物业管理,单位自建
山西,太原,https://ty.anjuke.com/community/view/404512,小店,25公司小区,9030,小店 - 学府街 - 学府街106号,112.572506,37.813332,112.566107,37.807008,112.559839,37.806494,公寓住宅,单位集体自建房,1992年竣工,70年,649户,暂无,2.5,0.2,多层|小高层, 学府街 ,民用,100(1:0.2),0.65元/平米/月,地面50.00元/月,地面50.00元/月,单位自管,太原市政建设集团有限公司
山西,太原,https://ty.anjuke.com/community/view/809084,小店,山西省人口和计划生育委员会宿舍区,9030,小店 - 亲贤 - 文化街132-4号,112.562863,37.822703,112.55646,37.816367,112.55017,37.815835,公寓住宅,小产权房,1995年竣工,70年,55户,暂无,2,0.2,多层|小高层, 亲贤 ,民用,30(1:0.5),0.50元/平米/月,地面50.00元/月,地面50.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/283739,万柏林,大唐四季花园,9030,万柏林 - 千峰南路 - 千峰南路168号,112.526363,37.852962,112.519794,37.847129,112.513385,37.846508,公寓住宅,商品房住宅,2005年竣工,70年,1198户,暂无,1.7,0.44,小高层, 千峰南路 ,民用,1500(1:1.3),1.25元/平米/月,地面100.00元/月，地下150.00元/月,地面100.00元/月，地下150.00元/月,嘉乐美物业管理有限公司,30024
山西,太原,https://ty.anjuke.com/community/view/611098,小店,百德尚景,9035,小店 - 长风 - 龙堡街4号,112.602844,37.816438,112.596297,37.810545,112.590063,37.810061,公寓住宅,商品房住宅,2013年竣工,70年,1099户,暂无,3.7,0.38,超高层, 长风 ,民用,1(1:0.0),1.00元/平米/月,地面150.00元/月,地面150.00元/月,华夏幸福基业物业管理有限公司,山西百德兴房地产开发有限公司
山西,太原,https://ty.anjuke.com/community/view/283325,晋源,丽都美墅,9040,晋源 - 义井 - 西峪东街4号,112.518567,37.814121,112.511968,37.808391,112.505535,37.807741,公寓住宅,小产权房,2007年竣工,70年,704户,暂无,2,0.35,多层|高层, 义井 ,民用,100(1:0.1),0.80元/平米/月,地面150.00元/月,地面150.00元/月,山西力天房地产开发有限公司,山西力天房地产开发有限公司
山西,太原,https://ty.anjuke.com/community/view/1195343,迎泽,裕民龙城苑(西区),9040,迎泽 - 迎泽大街 - 青年东街31号,112.574487,37.859223,112.568084,37.852912,112.561815,37.852408,公寓住宅,小产权房,2018年竣工,70年,354户,暂无,2.5,0.3,高层, 迎泽大街 ,民用,150(1:0.4),0.60元/平米/月,地面130.00元/月,地面130.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1887952,万柏林,吾悦云鼎府,9040,万柏林-漪汾-千峰北路,112.526034,37.876677,112.519485,37.870856,112.513073,37.870239,住宅,商品房住宅,暂无,70年,801户,暂无,暂无,暂无,超高层,漪汾,民用,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/283058,迎泽,宏盛花园,9042,迎泽 - 民营经济园区 - 西太堡街13号,112.599601,37.82939,112.593065,37.823439,112.586828,37.822955,公寓住宅,商品房住宅,2011年竣工,70年,510户,暂无,3.5,0.4,高层, 民营经济园区 ,民用,50(1:0.1),0.80元/平米/月,地面150.00元/月，地下150.00元/月,地面150.00元/月，地下150.00元/月,顺和物业,海宏盛房地产有限公司
山西,太原,https://ty.anjuke.com/community/view/989958,万柏林,欢乐颂,9047,万柏林 - 千峰南路 - 晋祠路,112.530319,37.843889,112.523766,37.837991,112.517373,37.83738,商住楼,办公,2020年竣工,70年,2166户,暂无,4.9,0.3,高层, 千峰南路 ,商用,376(1:0.2),3.30元/平米/月,地面150.00元/月,地面150.00元/月,太原广润物业管理有限公司,太原晋善房地产开发有限公司
山西,太原,https://ty.anjuke.com/community/view/283138,小店,城南都市嘉园(北区),9048,小店 - 昌盛街 - 庆云街4号,112.596362,37.746974,112.589864,37.740972,112.583635,37.740477,公寓住宅,商品房住宅,2017年竣工,70年,2891户,330000.0㎡,3,0.3,高层, 昌盛街 ,民用,600(1:0.2),1.00元/平米/月,地面100.00元/月,地面100.00元/月,山西融诚信和物业管理有限公司,山西鼎强房地产开发有限公司
山西,太原,https://ty.anjuke.com/community/view/575713,小店,山西新华印刷厂职工宿舍,9048,小店 - 并州南路 - 并州南路76号,112.585508,37.834366,112.579051,37.828176,112.572802,37.827682,公寓住宅,单位集体自建房,1990年竣工,70年,1178户,暂无,2,0.2,多层|高层, 并州南路 ,民用,暂无,0.90元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1477531,晋源,西峪街8号院,9050,晋源 - 义井 - 义井南四巷,112.514728,37.815981,112.508115,37.810285,112.501669,37.809624,公寓住宅,单位集体自建房,1998年竣工,70年,136户,暂无,1.2,0.2,多层, 义井 ,民用,暂无,0.5,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/283643,万柏林,应化和平小区高层,9050,万柏林 - 和平北路 - 和平北路28号,112.518629,37.868276,112.51204,37.862548,112.505601,37.861908,公寓住宅,单位集体自建房,2000年竣工,70年,340户,暂无,2.5,0.19,高层, 和平北路 ,民用,200(1:0.6),暂无,地面150.00元/月,地面150.00元/月,单位自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/283534,小店,佳境花园,9052,小店 - 平阳 - 杨家堡南巷17号,112.554266,37.816772,112.547847,37.810498,112.541535,37.809947,公寓住宅,商品房住宅,2005年竣工,70年,458户,暂无,4.78,0.2,高层, 平阳 ,民用,122(1:0.3),0.82元/平米/月,地面100.00元/月，地下100.00元/月,地面100.00元/月，地下100.00元/月,大连万达集团股份有限公司,山西佳境房地产开发有限公司
山西,太原,https://ty.anjuke.com/community/view/1003300,晋源,太原绿地城,9057,晋源 - 晋阳湖 - 西中环路,112.496975,37.807023,112.490374,37.801319,112.483863,37.800604,公寓住宅,商品房住宅,2020年竣工,70年,3489户,497760.0㎡,3.5,0.35,高层|超高层, 晋阳湖 ,民用,665(1:0.2),2.30元/平米/月,地面150.00元/月,地面150.00元/月,南都物业服务集团股份有限公司太原分公司,太原绿地太化房地产开发有限公司
山西,太原,https://ty.anjuke.com/community/view/1274910,迎泽,龙堡绿洲,9060,迎泽 - 民营经济园区 - 龙堡街8号,112.607115,37.818341,112.600544,37.812515,112.59431,37.812033,公寓住宅,商品房住宅,2017年竣工,70年,794户,暂无,2.5,0.3,高层, 民营经济园区 ,民用,暂无,1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/282598,迎泽,红源国际青年城,9060,迎泽 - 民营经济园区 - 太堡街20号,112.600386,37.826148,112.593847,37.820211,112.587611,37.819727,公寓住宅,商品房住宅,2010年竣工,70年,377户,暂无,4.12,0.3,超高层, 民营经济园区 ,民用,50(1:0.1),1.20元/平米/月,地面100.00元/月,地面100.00元/月,美君物业公司,山西红源房地产开发有限公司
山西,太原,https://ty.anjuke.com/community/view/1263496,万柏林,华峪南区,9060,万柏林 - 小井峪 - 小井峪路,112.505823,37.855463,112.4992,37.849797,112.492715,37.849115,公寓住宅,商品房住宅,2002年竣工,70年,1452户,暂无,2.5,0.3,高层, 小井峪 ,民用,暂无,0.90元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/808558,迎泽,青城国际公寓,9065,迎泽 - 民营经济园区 - 建设南路202号,112.594602,37.829585,112.588095,37.823545,112.581856,37.823059,公寓住宅,商品房住宅,2013年竣工,70年,133户,暂无,2,0.35,多层|小高层, 民营经济园区 ,民用,暂无,1.30元/平米/月,地面150.00元/月,地面150.00元/月,百圆物业港龙鞋业公司,山西青城房地产开发有限公司
山西,太原,https://ty.anjuke.com/community/view/1664793,迎泽,饮料厂高层住宅,9068,迎泽 - 民营经济园区 - 太堡街3号,112.595872,37.829596,112.589358,37.823579,112.583119,37.823093,公寓住宅,商品房住宅,暂无,70年,176户,暂无,暂无,暂无,高层, 民营经济园区 ,民用,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1412427,万柏林,富力悦禧城,9069,万柏林 - 和平南路 - 光华街36号,112.505405,37.843015,112.498774,37.837346,112.492289,37.836661,住宅,商品房住宅,2023年,70年,1842户,暂无,3.5,0.3,高层, 和平南路 ,民用,5163(1:2.8),2.60元/平米/月,地面150.00元/月,暂无,广州天力物业发展有限公司太原分公司,太原启富房地产开发有限公司
山西,太原,https://ty.anjuke.com/community/view/468774,小店,煤科院宿舍,9072,小店 - 并州南路 - 亲贤北街14号,112.588434,37.829718,112.581963,37.823574,112.575717,37.823082,公寓住宅,单位集体自建房,1994年竣工,70年,279户,暂无,2,0.2,多层|小高层, 并州南路 ,民用,暂无,0.90元/平米/月,地面150.00元/月，地下300.00元/月,地面150.00元/月，地下300.00元/月,金碧物业太原公司,单位自建
山西,太原,https://ty.anjuke.com/community/view/1020258,迎泽,省委宿舍(劲松北路),9072,迎泽 - 新建南路 - 劲松北路9号,112.546718,37.869205,112.540279,37.863034,112.533939,37.862473,公寓住宅,单位集体自建房,1980年竣工,70年,154户,暂无,1.2,0.2,多层, 新建南路 ,民用,100(1:0.6),0.50元/平米/月,地面150.00元/月,地面150.00元/月,街道办事处（居委会）代管物业,单位自建
山西,太原,https://ty.anjuke.com/community/view/1294442,迎泽,迎泽数码高层,9075,迎泽 - 南内环 - 南内环街,112.569457,37.845723,112.563053,37.839384,112.556775,37.838868,公寓住宅,单位集体自建房,1998年竣工,70年,192户,暂无,3.8,0.2,超高层, 南内环 ,民用,暂无,1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/809459,迎泽,金湾小区,9076,迎泽 - 柳巷 - 鼓楼街26号,112.572795,37.876553,112.566412,37.870237,112.560138,37.869732,公寓住宅,商品房住宅,2013年竣工,70年,997户,暂无,2,0.3,多层|小高层, 柳巷 ,民用,285(1:0.3),1.00元/平米/月,地面150.00元/月，地下400.00元/月,地面150.00元/月，地下400.00元/月,和兴源物业管理有限公司,单位自建
山西,太原,https://ty.anjuke.com/community/view/1428210,迎泽,碧桂园云顶,9080,迎泽-郝庄-南内环东街38号,112.613239,37.844967,112.606634,37.839221,112.600397,37.838742,住宅,商品房住宅,2024年,70年,640户,134000.0㎡,3.5,0.35,高层,郝庄,民用,2300(1:3.6),2.5,地面150.00元/月,暂无,碧桂园生活服务集团股份有限公司太原分公司,山西碧桂园宁慧房地产开发有限公司
山西,太原,https://ty.anjuke.com/community/view/283013,迎泽,省盐业储运公司宿舍,9080,迎泽 - 桃南 - 桃园南路西里二条5号,112.550046,37.852181,112.543607,37.845957,112.537279,37.845401,公寓住宅,小产权房,1995年竣工,70年,40户,暂无,1.2,0.28,多层, 桃南 ,民用,5(1:0.1),0.50元/平米/月,地面150.00元/月,地面150.00元/月,街道办事处（居委会）代管物业,单位自建
山西,太原,https://ty.anjuke.com/community/view/282659,小店,公交大修厂小区,9085,小店 - 并州南路 - 亲贤北街北一巷7号,112.581577,37.83242,112.575138,37.826176,112.568884,37.825677,公寓住宅,单位集体自建房,2001年竣工,70年,416户,暂无,3.48,0.18,多层|高层, 并州南路 ,民用,暂无,0.40元/平米/月,地面150.00元/月，地下300.00元/月,地面150.00元/月，地下300.00元/月,山西润嘉物业有限公司,太原龙佳置业有限公司
山西,太原,https://ty.anjuke.com/community/view/282698,万柏林,晋煤悦城,9088,万柏林 - 千峰南路 - 纺织街8号,112.528405,37.84996,112.521844,37.844094,112.515444,37.843479,公寓住宅,商品房住宅,2012年竣工,70年,693户,暂无,3.9,0.35,高层, 千峰南路 ,民用,1000(1:1.4),1.50元/平米/月,地面150.00元/月，地下140.00元/月,地面150.00元/月，地下140.00元/月,幸福基业物业服务有限公司,暂无
山西,太原,https://ty.anjuke.com/community/view/283493,小店,迎宾苑住宅小区,9090,小店 - 坞城 - 太榆路,112.595702,37.817144,112.589196,37.811126,112.582959,37.810639,公寓住宅,商品房住宅,2003年竣工,70年,418户,暂无,2,0.3,多层|高层, 坞城 ,民用,100(1:0.2),0.80元/平米/月,地面150.00元/月，地下300.00元/月,地面150.00元/月，地下300.00元/月,山西太原宝佳物业管理公司,单位自建
山西,太原,https://ty.anjuke.com/community/view/1216326,小店,人防大厦,9090,小店 - 王村南街 - 南内环街166号,112.552617,37.844227,112.546185,37.837969,112.539865,37.837418,公寓住宅,商品房住宅,2009年竣工,70年,208户,暂无,2.5,0.3,高层, 王村南街 ,民用,60(1:0.3),0.50元/平米/月,地面200.00元/月,地面200.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/447365,小店,飞云小区,9093,小店 - 亲贤 - 亲贤北街27号,112.583821,37.830306,112.577373,37.824092,112.571122,37.823595,公寓住宅,商品房住宅,1999年竣工,70年,239户,暂无,1.2,0.16,多层, 亲贤 ,民用,暂无,0.80元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,山西飞云房地产开发有限公司
山西,太原,https://ty.anjuke.com/community/view/282779,小店,路泽苑,9098,小店 - 许坦西街 - 坞城中路68号,112.587715,37.808987,112.581262,37.802836,112.575019,37.802341,公寓住宅,商品房住宅,1994年竣工,70年,863户,暂无,3,0.35,多层|小高层, 许坦西街 ,民用,150(1:0.2),1.00元/平米/月,地面300.00元/月,地面300.00元/月,太原市恒佳物业管理有限公司,太原市宝发泰商贸有限公司
山西,太原,https://ty.anjuke.com/community/view/1789086,小店,华龙泰宿舍,9100,小店 - 汾东北路 - 先锋街西一巷,112.568947,37.74442,112.562558,37.738085,112.556291,37.737557,公寓住宅,商品房住宅,暂无,其它,36户,暂无,暂无,暂无,多层, 汾东北路 ,民用,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1628823,小店,江天国际,9100,小店 - 太榆路 - 晋阳街32号,112.601931,37.793805,112.59541,37.787904,112.589179,37.787416,商住楼,办公,暂无,50年,320户,暂无,暂无,暂无,高层, 太榆路 ,商用,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1570547,晋源,万国公寓,9100,晋源 - 义井 - 集阜南街,112.535497,37.804159,112.528993,37.798177,112.522623,37.797576,公寓住宅,商品房住宅,2002年竣工,70年,132户,暂无,1.2,0.3,多层, 义井 ,民用,暂无,0.5,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/282930,小店,宏安国际,9100,小店 - 亲贤 - 亲贤北街21号,112.587757,37.830458,112.581289,37.824303,112.575043,37.823811,商住楼,办公,2005年竣工,50年,274户,暂无,2,0.2,多层|高层, 亲贤 ,商用,200(1:0.7),1.00元/平米/月,地面150.00元/月，地下300.00元/月,地面150.00元/月，地下300.00元/月,太原市青创物业管理有限公司,无锡盛业海港股份有限公司
山西,太原,https://ty.anjuke.com/community/view/1806868,万柏林,新大众小区,9100,万柏林 - 下元 - 大众街,112.518669,37.855169,112.512068,37.849437,112.505631,37.848794,公寓住宅,商品房住宅,暂无,其它,1户,暂无,暂无,暂无,多层, 下元 ,民用,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1021511,迎泽,环卫队宿舍(迎泽),9100,迎泽 - 南内环 - 并州东街南二巷2号,112.587503,37.857064,112.581046,37.850908,112.574797,37.85042,公寓住宅,商品房住宅,1995年竣工,70年,66户,暂无,2,0.1,多层, 南内环 ,民用,25(1:0.4),0.30元/平米/月,地面100.00元/月,地面100.00元/月,单位自管,单位宿舍房改房
山西,太原,https://ty.anjuke.com/community/view/283290,万柏林,和平公寓,9100,万柏林 - 下元 - 和平南路9号,112.516798,37.862023,112.510197,37.856311,112.503752,37.855664,公寓住宅,商品房住宅,2007年竣工,70年,208户,暂无,3.1,0.3,高层, 下元 ,民用,50(1:0.2),0.80元/平米/月,地面200.00元/月,地面200.00元/月,和平物业,夏园新世纪商业广场有限公司
山西,太原,https://ty.anjuke.com/community/view/808392,迎泽,电力局小区,9100,迎泽 - 五一广场 - 东陵里3号,112.575284,37.863363,112.568883,37.85706,112.562615,37.856557,公寓住宅,单位集体自建房,1990年竣工,70年,129户,暂无,1.2,0.35,多层, 五一广场 ,民用,35(1:0.3),0.50元/平米/月,地面150.00元/月,地面150.00元/月,街道办事处（居委会）代管物业,单位自建
山西,太原,https://ty.anjuke.com/community/view/808625,迎泽,水务公司宿舍,9100,迎泽 - 水西关 - 水西关街30号,112.553206,37.86772,112.546795,37.861461,112.540474,37.860916,公寓住宅,单位集体自建房,1995年竣工,70年,150户,暂无,1.2,0.15,多层, 水西关 ,民用,100(1:0.7),1.00元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1574931,万柏林,应化和平小区多层,9100,万柏林 - 下元 - 和平北路30号,112.519734,37.868084,112.513149,37.862344,112.506714,37.861707,公寓住宅,商品房住宅,暂无,70年,309户,暂无,暂无,暂无,多层, 下元 ,民用,暂无,暂无,地面150.00元/月,地面150.00元/月,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/283211,迎泽,农委宿舍,9100,迎泽 - 桥东街 - 新建路,112.558903,37.869688,112.552511,37.863378,112.546206,37.862846,公寓住宅,单位集体自建房,2000年竣工,70年,72户,暂无,3.66,0.35,高层, 桥东街 ,民用,暂无,0.90元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1434592,万柏林,龙泽苑,9100,万柏林 - 下元 - 瓦窑街12号,112.522427,37.870484,112.515855,37.864712,112.50943,37.864083,公寓住宅,商品房住宅,2022年竣工,70年,180户,暂无,3.5,0.35,高层, 下元 ,民用,177(1:1.0),1.6,地面150.00元/月,地面150.00元/月,中海物业管理有限公司,山西恒领房地产开发有限公司
山西,太原,https://ty.anjuke.com/community/view/1294477,迎泽,桃园四巷北一条3号院,9100,迎泽 - 桃北 - 桃园四巷北一条3号,112.549311,37.873704,112.542889,37.867497,112.536556,37.866943,公寓住宅,单位集体自建房,1998年竣工,70年,48户,暂无,1.2,0.2,多层, 桃北 ,民用,暂无,0.50元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1692635,杏花岭,伞儿树街1号小区,9100,杏花岭 - 五龙口 - 伞儿树街1号,112.618459,37.873717,112.611863,37.868028,112.605619,37.867553,别墅,商品房住宅,暂无,其它,暂无,暂无,暂无,暂无,低层, 五龙口 ,民用,暂无,暂无,暂无,暂无,暂无,暂无
山西,太原,https://ty.anjuke.com/community/view/1475696,迎泽,桃园正街9号院,9100,迎泽 - 桃北 - 桃园正街9号,112.554206,37.875036,112.547806,37.868769,112.541487,37.868227,公寓住宅,单位集体自建房,1998年竣工,70年,36户,暂无,1.2,0.2,多层, 桃北 ,民用,暂无,0.5,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1020345,杏花岭,中和地产公司宿舍,9100,杏花岭 - 府东府西 - 太平西巷,112.564588,37.878837,112.558213,37.872505,112.551921,37.871986,公寓住宅,单位集体自建房,1990年竣工,70年,54户,暂无,1.2,0.2,多层, 府东府西 ,民用,暂无,0.50元/平米/月,地面150.00元/月,地面150.00元/月,单位自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/916928,杏花岭,亚特大厦宿舍,9100,杏花岭 - 府东府西 - 五一路139号,112.580173,37.879774,112.573771,37.873524,112.56751,37.873031,商住楼,办公,2000年竣工,50年,18户,暂无,2,0.3,多层|小高层, 府东府西 ,商用,暂无,0.90元/平米/月,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1216360,杏花岭,国贸公寓楼,9100,杏花岭 - 旱西关 - 府西街69号,112.56431,37.88114,112.557936,37.874809,112.551643,37.87429,公寓住宅,单位集体自建房,2005年竣工,70年,120户,暂无,2.5,0.3,高层, 旱西关 ,民用,100(1:0.8),0.50元/平米/月,地面200.00元/月,地面200.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1479571,杏花岭,平民中学宿舍,9100,杏花岭 - 万达 - 北肖墙4号,112.575204,37.88541,112.568822,37.879112,112.562551,37.878613,公寓住宅,单位集体自建房,1998年竣工,70年,42户,暂无,1.2,0.2,多层, 万达 ,民用,暂无,0.5,地面150.00元/月,地面150.00元/月,业主自管,单位自建
山西,太原,https://ty.anjuke.com/community/view/1284486,杏花岭,红星天悦,9100,杏花岭 - 万达 - 解放北路30号,112.570026,37.909227,112.563652,37.9029,112.557369,37.902397,公寓住宅,商品房住宅,2022年竣工,70年,1749户,暂无,3.5,0.35,超高层, 万达 ,民用,1800(1:1.0),2.70元/平米/月,地面150.00元/月,地面150.00元/月,石家庄红星物业有限公司,太原红星房地产开发有限公司
山西,太原,https://ty.anjuke.com/community/view/1397599,尖草坪,万科太原小镇(别墅),9100,尖草坪 - 柴村 - 和平北路389号,112.507897,37.93992,112.501271,37.934252,112.494784,37.933593,别墅,商品房住宅,2013年竣工,70年,暂无,暂无,0.5,0.5,低层, 柴村 ,民用,暂无,2.48元/平米/月,地面150.00元/月,地面150.00元/月,北京万科物业服务有限公司太原分公司,太原钢兴房地产开发有限公司
山西,太原,https://ty.anjuke.com/community/view/1910955,小店,都乐街5号院,9100,小店-通达街-都乐街,112.577411,37.734892,112.5709958,37.72860442,112.5647464,37.72808951,住宅,商品房住宅,暂无,其它,暂无,暂无,暂无,暂无,低层,通达街,民用,暂无,暂无,暂无,暂无,暂无,暂无
